Transaction ID,Invoice ID,Date,Customer,Supplier,Category,Country,Amount,Payment Method,Status,Employee,Department
TXN_01978,Germany,Marketing,678.56,Stephanie Phelps,Harrison Ltd,2025-07-17,Completed,730133,Office,Eric Sanders,PayPal
420.99,Shane Hamilton,York-Dalton,Travel,Kim Sellers,Cancelled,900244,TXN_01979,USA,2024-08-13,HR,PayPal
512.2,Margaret Lucero,Software,Conrad-Ramirez,Finance,2026-04-25,Joanna Sanchez,Cancelled,PayPal,TXN_01980,Canada,721885
129.89,308102,Watts-Martinez,Travel,Sales,2025-03-22,TXN_01981,Completed,Dawn Johnston,Canada,PayPal,Christine Cook
Brenda Mcclain,Software,Brooks-Reid,424296,458.71,UK,TXN_01982,Sales,Pending,Susan Kelly,2024-09-01,Debit Card
Software,Theodore Williams,790601,"Small, Mcdonald and Johnson",Sales,Pending,882.95,2025-12-09,Joshua Anderson,PayPal,Canada,TXN_01983
Software,Tracy Morrison,Finance,2025-02-04,Smith-Acosta,Anthony Wright,436.55,TXN_01984,Completed,293560,Debit Card,Canada
Michael Grant DVM,"Gutierrez, Hogan and Reese",TXN_01985,2025-07-02,Completed,Office,USA,PayPal,986747,HR,477.34,Stephanie Abbott MD
Germany,Smith-Hansen,HR,Travel,2025-10-09,Nicholas Huynh,Cancelled,Dylan Conley,676537,698.78,Bank Transfer,TXN_01986
Marketing,2025-04-29,Pamela Vargas,Pending,Lynn Miller,971730,Booth-Cruz,Office,Credit Card,TXN_01987,763.06,Canada
Germany,Software,773.26,433821,Turner LLC,2025-08-10,Cancelled,Mr. John Quinn DDS,Shannon Johnson,PayPal,HR,TXN_01988
"Anderson, Mason and Boyer",71.66,Finance,France,725935,TXN_01989,Cancelled,Office,Matthew Brown,2026-04-06,Bank Transfer,Cynthia Schultz
Software,128202,TXN_01990,Cross-Peters,France,Pending,178.16,Sierra Webster,IT,Debit Card,2024-09-18,Holly Brown
2025-06-24,610.57,Marketing,Jennifer Clark DDS,TXN_01991,456359,Travel,Daniel French,Completed,USA,Bank Transfer,Hawkins-Johnson
Canada,TXN_01992,44.25,Sales,Pending,244787,Turner-Murphy,Office,Robert Soto,2025-09-02,Nicole Richardson,PayPal
"Wiggins, Watkins and Carter",Canada,Matthew Gentry,425.71,Pending,456082,Office,Kelly Bell,PayPal,HR,TXN_01993,2024-07-21
Marketing,TXN_01994,2025-03-09,261.02,Wesley Holland,"Kim, Vega and Woods",Samuel Holloway,808074,Completed,Office,USA,Bank Transfer
834.23,Travel,Strong LLC,France,2025-03-30,Completed,517559,Savannah Pittman MD,IT,Bank Transfer,Jonathan Hunt DVM,TXN_01995
Perez-Andrade,Marketing,Travel,655.87,Christopher Martinez,Completed,USA,Samantha Landry,Bank Transfer,2025-02-16,TXN_01996,819391
Software,Sarah Hurst,Erickson Ltd,France,TXN_01997,David Serrano,506.97,2025-11-06,Completed,434522,Bank Transfer,HR
Germany,2026-06-09,422.46,Travel,785577,Pending,Freeman LLC,TXN_01998,Credit Card,Kendra Oconnor,Yesenia Walker,HR
2025-11-28,Travel,371213,TXN_01999,Joshua Mcdowell,Cancelled,Singleton-Leblanc,USA,603.64,Rachel Potter MD,IT,Bank Transfer
Marketing,Jessica Thompson,UK,844.17,2024-12-02,Schroeder Group,TXN_02000,Completed,Office,PayPal,Bill Peterson,918941
TXN_02001,Germany,2024-11-20,Steven Mejia,870.31,Travel,"Callahan, Garcia and Giles",Sales,Completed,Credit Card,544664,Kenneth Garcia
257.84,Travel,2024-10-08,Sales,Mr. Samuel Torres,France,Pending,453491,Bank Transfer,TXN_02002,Glenn Kane,"Herrera, Martinez and Curry"
Blevins-Hill,121.55,TXN_02003,587339,Mr. Andrew Gordon,Pending,IT,Office,USA,Bank Transfer,2025-11-07,Joshua Garcia
Rodgers-Reyes,Travel,Jesse Woods,UK,2025-10-27,Crystal Thompson,Cancelled,IT,152505,TXN_02004,252.33,PayPal
TXN_02005,Software,267.24,Katie Vazquez,France,Pending,904083,HR,Harris PLC,2024-12-26,Christian Rivera,PayPal
118369,TXN_02006,297.68,UK,Mr. Shaun Gibson,Sales,Patrick Kent,Cancelled,2025-08-19,Office,Credit Card,"Sutton, Benson and Bishop"
Marketing,474597,2025-07-30,Travel,Kathy Smith,531.27,Completed,USA,Bank Transfer,TXN_02007,Brandon Page,Martinez PLC
188129,TXN_02008,Jonathan Clark,2026-04-16,Travel,Darrell Welch,Cancelled,USA,Bailey-Scott,HR,Debit Card,126.05
Justin Moore,Kathryn Park,Finance,552041,UK,971.85,2025-02-28,TXN_02009,Cancelled,Office,Debit Card,Smith-Howard
Marketing,696711,Tina Williams,76.54,2025-07-02,"Garcia, Bartlett and Carter",Completed,Office,William Cunningham,TXN_02010,USA,PayPal
2026-05-11,Jonathan Hall,TXN_02011,738953,Kevin Ramsey,"Henderson, Fox and Hatfield",Travel,Pending,Credit Card,USA,IT,381.91
Eric Stanley,"Thompson, Mooney and Faulkner",TXN_02012,Linda Hughes,Sales,543054,Cancelled,Office,2024-09-01,USA,PayPal,183.93
977504,Finance,TXN_02013,Pending,"Miller, Caldwell and Terry",Brittany Richmond,Office,USA,793.64,2026-03-25,Andrew Maddox,PayPal
639009,Krista Marshall,Finance,Travel,Credit Card,Rebecca Davis,2024-12-20,Pending,694.26,TXN_02014,Canada,Martinez PLC
Germany,Software,Finance,Ramirez and Sons,2026-04-12,TXN_02015,Pending,Cathy Pearson,Kevin Davis DDS,595890,274.79,Debit Card
Susan Graves,Software,France,398.67,2026-01-08,Cancelled,Tracy Copeland,TXN_02016,804055,Debit Card,IT,Aguilar PLC
Germany,Marketing,Software,Mrs. Andrea Madden DDS,385925,2024-07-14,207.14,Cancelled,Day Inc,Laura Brooks,TXN_02017,Bank Transfer
"Morris, Brooks and Stevenson",2024-12-18,Germany,Marketing,Barbara Matthews,Karen Delacruz,TXN_02018,388115,Completed,Office,599.08,PayPal
Richardson Inc,335745,TXN_02019,Software,Alyssa Goodman,Finance,UK,Allison Kim,Cancelled,PayPal,2026-04-10,221.06
420.76,"Green, Johnson and Weiss",967146,2025-11-09,France,Melanie Jones,Cancelled,Office,Laurie Greene,HR,PayPal,TXN_02020
TXN_02021,2025-05-19,Justin Sanchez,Travel,Henry Ltd,Pending,Jimmy Lee,598705,342.95,USA,HR,PayPal
Johnson-Simmons,Germany,Megan Sanders,TXN_02022,259151,210.64,Cancelled,Gabriel Henderson,Office,2025-07-15,Debit Card,HR
"Bell, Blackwell and Solomon",TXN_02023,Credit Card,368113,Cancelled,660.7,Office,Keith Stout,USA,Melvin Barajas,HR,2024-10-30
Teresa Boyd,John Barrett,207.55,688592,Pending,Johnson-Goodman,IT,Office,TXN_02024,USA,2025-11-07,PayPal
Germany,674.5,887331,Finance,Dr. William Thomas,Nelson LLC,Mark Ward,Completed,Office,Credit Card,2025-02-20,TXN_02025
Software,"Wilson, Young and Jackson",713350,351.63,Joseph Rodriguez,Sales,France,Pending,Alejandra Daniels,2024-08-03,Bank Transfer,TXN_02026
Finance,744.05,Julia Khan,Welch and Sons,887887,France,Pending,Office,Travis Flynn,Debit Card,2025-05-07,TXN_02027
2025-04-17,238094,France,Desiree Carpenter,948.82,Ashley Flores,Office,Credit Card,Completed,HR,Doyle-Stephens,TXN_02028
Software,TXN_02029,2026-06-24,Dr. Wendy Wood,328909,Tate-Foley,Mary Peck,Completed,USA,570.75,HR,Debit Card
2025-07-07,TXN_02030,Hopkins LLC,UK,751.28,Cancelled,Kimberly Wagner,Office,676790,IT,Bank Transfer,Erin Hall
434918,Finance,2025-04-20,Glover and Sons,PayPal,Cancelled,Office,664.23,USA,Lisa Patel,Jesse Bell,TXN_02031
TXN_02032,2026-02-04,658375,Patricia Vega,Pending,Office,Bank Transfer,IT,859.06,Canada,Fisher-Ayers,Michael Alexander DVM
Canada,Pending,Hernandez LLC,Phillip Adams,IT,2025-08-17,Office,Melissa Bowman,923.91,966268,Debit Card,TXN_02033
2025-06-08,Travel,Strickland and Sons,103499,UK,Sales,TXN_02034,Cancelled,Debit Card,762.93,Jeremy Baker,Aaron Benitez
Germany,2025-03-12,TXN_02035,Daniel Taylor,Travel,Sales,974.25,Completed,"Barrett, Little and Lewis",501975,Bank Transfer,Joshua Castro
Kristi Montgomery,2024-10-19,Software,Padilla-Singleton,609.71,Finance,748938,Credit Card,Cancelled,Christina Lambert,TXN_02036,Canada
867712,2026-01-28,TXN_02037,325.02,Nicole Bridges,Finance,"Williams, Humphrey and Smith",Completed,Karen Stone,Office,USA,Debit Card
Jose Gamble,TXN_02038,Finance,2024-09-15,755879,Credit Card,Cancelled,Emily Nelson,Office,951.85,USA,Patterson-Holmes
Germany,Burton LLC,TXN_02039,Joshua Cline,Travel,552.06,2026-03-30,Debra Reyes,Completed,928249,HR,Debit Card
Marketing,Canada,Travel,Joel Murphy,486991,175.21,Pending,Nguyen-Jones,TXN_02040,Kristen Ramirez,Debit Card,2026-01-23
"Jordan, Patterson and Floyd",Software,John Buckley,TXN_02041,Marketing,2026-03-26,407213,207.01,Pending,USA,Bank Transfer,Brittany Walter
2025-01-17,Germany,"Miller, Walters and Stout",Finance,James Davidson,Travel,Janet Kelley,Pending,816881,Debit Card,TXN_02042,989.71
Software,837.88,France,Timothy Turner,Completed,772534,TXN_02043,Natalie Rice,Debit Card,HR,2025-05-20,Johnson-Lewis
857120,Benjamin Brock,Software,TXN_02044,Zamora-Jones,2025-07-26,748.61,Cancelled,Melissa Watson,USA,Bank Transfer,HR
504032,Germany,Software,TXN_02045,Finance,Ryan Gross,Ross Anderson,2026-02-28,Cancelled,Gonzales-Harris,Credit Card,957.57
2025-03-27,Travel,Credit Card,Reed-Lewis,Pending,Lorraine Henry,Erin Anderson,438.52,USA,TXN_02046,778522,HR
2025-10-03,Travel,James Farley,363.37,Sales,Ashley Mooney MD,Pending,USA,Bank Transfer,Howard Ltd,TXN_02047,968543
Marketing,Software,David King,UK,Douglas Phillips,208656,Cancelled,TXN_02048,757.94,2024-12-29,Credit Card,Williams-Fleming
Jill Ibarra,Marketing,Lopez Inc,Chris Grimes,484265,UK,141.95,Pending,Office,2024-12-23,TXN_02049,Debit Card
642.04,TXN_02050,Software,2024-08-21,Credit Card,UK,377356,Pending,William Holmes,Garcia-Williams,Cassandra Taylor,HR
889056,Software,Riley-Gonzalez,TXN_02051,William Reynolds,UK,2026-01-24,Julie Hayes,Pending,342.44,Bank Transfer,HR
TXN_02052,Marketing,2024-07-25,833543,Credit Card,France,Joshua Gray,275.3,Completed,Office,Jessica Welch,Pittman-Vaughan
Preston Williams,2025-08-10,Vincent Gonzales,Cancelled,647125,Office,USA,PayPal,TXN_02053,IT,221.02,"Anthony, Dickson and Kelley"
Ronald Garcia,UK,Strickland-Jones,2026-01-08,944.79,Cancelled,Melanie Frank,Office,IT,TXN_02054,Debit Card,848476
Germany,673.28,Marketing,598372,Thomas Sanders,TXN_02055,Travel,Martin Gregory,Cancelled,Lawrence-Lucas,Debit Card,2025-11-30
Marketing,2024-09-15,Travel,253643,UK,Christine Warner,Melissa Williams,TXN_02056,Cancelled,PayPal,859.15,Ferguson Inc
TXN_02057,Software,Andrea Mcbride,Sarah Snyder,France,302.96,Pending,129365,Credit Card,IT,Rodriguez-Stewart,2025-09-06
Robert Figueroa,Marketing,Travel,856169,TXN_02058,France,Pending,Morris-Rice,405.84,Debit Card,2026-02-07,Susan Obrien
Scott Schneider,Marketing,715656,Travel,"Reynolds, Ortega and Shaw",UK,523.34,Pending,TXN_02059,2025-07-04,Bank Transfer,Carrie Robertson
484.0,2025-03-17,Sales,Completed,Office,Harrell Group,TXN_02060,Charles Hall,Jaclyn Green,Bank Transfer,Canada,650750
Software,Finance,UK,206.43,Pending,458997,Davis Inc,Michael Salinas,Marcia Floyd,2025-07-09,Debit Card,TXN_02061
Paul Gonzalez,TXN_02062,Perez-Clark,Travel,John Gardner,650.0,Pending,2024-12-11,USA,HR,PayPal,915807
Marketing,839.98,2026-03-12,Travel,697067,Haley Chen,Jason Morgan,TXN_02063,Cancelled,USA,"Navarro, Lawrence and Rowland",Debit Card
481220,Jason Malone,Finance,Travel,398.49,Pending,2025-05-30,Peter Davis,Credit Card,USA,TXN_02064,"Stein, Peterson and Holland"
961.66,TXN_02065,Michael Rivera,France,2025-10-31,Gregory Gutierrez,Completed,Office,Rodriguez LLC,Credit Card,HR,170461
2026-01-02,Teresa Foster,Marketing,TXN_02066,Travel,Steven Baker,Cancelled,244.69,694230,Debit Card,Canada,"Weber, Burke and Ruiz"
Germany,Courtney Thomas,TXN_02067,339431,Travel,2025-10-04,Amanda Stevenson,Johnson-Owens,177.43,Cancelled,IT,PayPal
Joshua Sexton,TXN_02068,Finance,Travel,Dr. Gregory Casey,"Mathews, Vargas and Daniels",Completed,195797,Credit Card,2026-05-04,Canada,733.34
Software,Canada,227.59,Alexandra Bailey,Sales,Pending,TXN_02069,2024-09-27,Spencer Sullivan,417467,"Morgan, Shea and Graham",Bank Transfer
Software,Justin Williams,2026-06-12,663015,UK,"Lucas, Randall and Morris",Completed,790.02,Credit Card,HR,TXN_02070,Kimberly Pruitt
TXN_02071,Finance,Vickie Armstrong,222060,2024-07-30,Cancelled,Office,Jacobs LLC,Credit Card,USA,Tiffany Evans,476.04
Germany,2025-08-30,TXN_02072,Kathleen Park,Travel,299.96,Randy Chase,Castro PLC,Cancelled,Credit Card,HR,325437
Germany,TXN_02073,Mr. Dean Stevenson Jr.,Travel,777.4,David Terrell,Finance,216941,Martinez-Brown,Cancelled,2026-04-09,Debit Card
2025-05-26,Caldwell PLC,TXN_02074,Cancelled,892244,Office,Bank Transfer,Eric Gutierrez,USA,251.75,IT,Stacey Contreras
2025-12-12,TXN_02075,Edward Abbott,Bell Ltd,Travel,328.64,Tracey Miller,Cancelled,616533,IT,Bank Transfer,Canada
2026-02-15,Tiffany Jones,867.26,UK,Madison Glass,Pending,776624,TXN_02076,Office,"Blair, Hart and Thompson",Debit Card,IT
Andrews Group,Marketing,2026-01-28,Aaron Montes MD,Travel,France,810769,George Arnold,308.8,Completed,TXN_02077,Bank Transfer
TXN_02078,611265,2025-10-25,Software,Marketing,Michael Gonzales,Walter Pearson,UK,Pending,Bank Transfer,893.37,"Brooks, Haynes and Evans"
672.98,Germany,Software,Cheryl Lewis,Tony Brooks,Pending,TXN_02079,Credit Card,287480,IT,2025-08-26,Medina-Cisneros
Marketing,768868,Travel,Small Ltd,Krista Patrick,2025-10-05,France,TXN_02080,Completed,822.56,Debit Card,Dawn Sanders
2025-04-15,TXN_02081,Banks-King,Stephen Burgess,France,305.38,Dean Green,323573,Office,Completed,IT,Bank Transfer
Marketing,Software,TXN_02082,Clark-Miller,John Mahoney,2025-03-19,France,671.89,David Roman,Completed,PayPal,739135
2024-07-09,Finance,Williams and Sons,TXN_02083,903625,Carla King,Pending,852.36,Office,Kelly Jones,Debit Card,Canada
TXN_02084,Travel,"Wilson, Walker and Wallace",Leslie Rivera,France,Kelly Carey,788.75,596789,2025-08-06,Completed,IT,PayPal
2026-04-17,Bradley and Sons,TXN_02085,John Nelson,UK,144.99,Cancelled,Kristen Haney,Office,IT,594908,PayPal
449.71,2025-08-31,Singh-Chavez,969512,Travel,Benjamin Anderson,UK,Scott Harris,Cancelled,Bank Transfer,HR,TXN_02086
HR,2025-02-07,TXN_02087,Completed,Office,Carolyn Andrews,Stephanie Tanner,USA,762.22,Bank Transfer,"Kennedy, Marquez and Andrews",899743
Marketing,Canada,470789,Caitlin Davis,Travel,Shaffer Inc,974.99,Completed,2025-02-19,TXN_02088,PayPal,Christian Robinson
Mccall-Diaz,294.8,Travel,UK,Allen Harris,Completed,2024-09-13,318742,Justin Cooper,TXN_02089,IT,PayPal
Finance,548264,Steven Carter,Thomas-Johnson,UK,558.07,Brittany Jones,Completed,Office,2025-07-12,Debit Card,TXN_02090
TXN_02091,106.83,Hernandez-Pierce,UK,627374,Daniel Long,Brian Bender,Completed,Office,2026-05-18,Debit Card,IT
Hanson Group,Ashley Sims,857962,Credit Card,2024-12-03,Samantha Ellis,France,Cancelled,TXN_02092,Office,469.87,HR
Germany,Crystal Johnson,TXN_02093,2025-08-18,Travel,Sales,Kristina Patterson,Osborn Ltd,Completed,249.85,821211,Bank Transfer
Travel,2024-12-28,"Harris, Sutton and Nguyen",TXN_02094,UK,Pending,276.05,Deanna Pacheco,158840,IT,Paul Rivera,PayPal
TXN_02095,2024-07-28,Brittany Kidd,216424,Christopher Smith,Pending,880.85,Office,Credit Card,HR,"Conley, Howard and Cole",Canada
964352,Software,Diaz LLC,Sales,2025-08-08,589.81,TXN_02096,Cancelled,Michele Moore,Debit Card,Cynthia Cannon,Canada
Software,Finance,2024-11-09,Hunter-Nelson,UK,Cancelled,Kristin Wilson,TXN_02097,572.73,PayPal,559550,Linda Allen
Megan Raymond,2024-12-14,140.47,TXN_02098,957011,Cancelled,Office,Erickson-Olson,Credit Card,Melanie Taylor,USA,IT
"Harrison, Evans and Sanchez",Germany,994889,2025-10-04,Erik Perry,747.27,TXN_02099,Melissa Gibson,Completed,Office,Debit Card,IT
Germany,591075,Software,Diana Schmidt,Kayla Bowers,362.2,2025-11-25,TXN_02100,Frye-Bridges,Cancelled,Debit Card,IT
Johnny Diaz,Travel,2024-08-27,140.27,Pending,367762,TXN_02101,USA,"Bradley, Moon and Thompson",HR,Bank Transfer,Sierra Yang
Castro-Collins,945220,Tony Hernandez,TXN_02102,Mary Anthony,Cancelled,IT,Office,Credit Card,USA,2025-02-20,831.67
Germany,995.65,2025-07-07,Travel,Dylan Gutierrez,Cancelled,Bridget Morrison,PayPal,Kramer Group,HR,116988,TXN_02103
Travel,UK,"Gardner, Moore and Moody",Robert Williams,Sales,Cancelled,TXN_02104,2024-09-13,Credit Card,396376,Stephanie Wilson,634.37
685410,Software,Credit Card,Kristi Robinson,Goodwin PLC,France,Cancelled,2025-06-02,TXN_02105,Tanya Ellis,HR,158.22
TXN_02106,HR,Travel,Scott Myers,Kimberly Harris,751.91,739664,Pending,"Campbell, Guzman and Price",Bank Transfer,Canada,2025-05-07
2024-10-22,Finance,Travel,650.44,Completed,Ashley Gray,TXN_02107,Credit Card,Miss Amanda Ayala,573210,Canada,"Crawford, Morgan and Richardson"
TXN_02108,781.11,France,Sean Flores,2024-09-17,Office,Completed,Smith-Ford,HR,Claudia Baker,Bank Transfer,456316
702656,Anne Graves,Timothy Mcfarland,Sales,2025-10-14,623.69,Completed,Office,TXN_02109,USA,Hunt-Nguyen,Bank Transfer
Germany,336170,Franco Group,TXN_02110,Stephanie Graham,Cancelled,Office,150.49,2025-12-21,Debit Card,IT,Susan Johnson
769.93,Michael Smith,Amanda Cain,Finance,"Cain, Salas and Harris",658224,TXN_02111,Cancelled,Office,Canada,PayPal,2024-10-11
Software,Robert Terry,2025-10-29,Sales,206.14,Moore PLC,Toni Boyd,260017,Completed,TXN_02112,Debit Card,Canada
659333,Vazquez LLC,2025-04-29,Travel,779.46,Brian Cross,TXN_02113,Completed,USA,IT,PayPal,Jason Miller
Jonathan Melendez,Software,2025-03-07,201.7,Daniel Garza,Pending,IT,"Love, Ward and Thompson",Debit Card,TXN_02114,Canada,430654
Software,"Petersen, Silva and Graham",TXN_02115,344296,2025-04-04,Keith Watkins,UK,Todd Brown,Completed,27.3,HR,Bank Transfer
Murphy-Roberts,126658,Justin Richmond,2024-07-28,TXN_02116,Pending,Office,380.42,HR,Marissa Randall,Bank Transfer,Canada
Germany,Marketing,Software,2026-06-22,Christopher Kim,TXN_02117,590.22,Simmons-Simpson,Completed,Katherine Mitchell,Credit Card,308286
2025-06-26,Andrew Boyd,Cynthia Lowery,Travel,France,"Mejia, Williamson and Gutierrez",631316,TXN_02118,Completed,121.7,HR,Debit Card
Marketing,"Kelley, Rose and Bruce",Travel,TXN_02119,876619,UK,749.68,Michael Scott,Pending,2025-03-11,Elizabeth Morrison,PayPal
320544,Taylor-Hudson,Anne Martin,Software,Alicia Jackson,359.86,2025-02-03,Sales,TXN_02120,France,Cancelled,PayPal
"Green, Stephens and Young",Software,2025-05-04,Sales,579150,Pending,Benjamin Moore,TXN_02121,USA,Dustin Reyes,Bank Transfer,380.03
William Bolton,Alexis Stevens,836.53,471910,UK,2024-11-30,Cancelled,Grant Inc,Office,IT,TXN_02122,Bank Transfer
"Kelly, Duran and Parks",Donald Marquez,2025-11-27,Travel,650.43,Sales,Pending,340500,Christopher Cook,USA,TXN_02123,Bank Transfer
Joshua Romero,Finance,2025-11-22,Travel,UK,45.37,Completed,Debit Card,Christopher Parks,388060,TXN_02124,"Stevens, Walker and Valdez"
Software,"Brooks, Duncan and Nguyen",Kristy Patel,Sales,France,Stephanie Foster PhD,Completed,TXN_02125,2026-04-09,155.76,109724,Bank Transfer
Software,2026-06-14,TXN_02126,Chad Nielsen,725165,UK,Mr. Seth Fisher MD,"Prince, Nunez and Bradley",371.7,Completed,Bank Transfer,HR
Larry Castillo,2025-07-16,Software,965.3,Sales,France,Pending,"Hawkins, Gordon and Reid",Jared Thomas,TXN_02127,Debit Card,280795
Ashley Smith,Software,TXN_02128,Anna Spencer,Pending,497.56,IT,USA,2026-01-01,924764,PayPal,"Smith, Moore and Thompson"
321.07,TXN_02129,2026-06-20,Sales,France,Pending,Dylan Freeman,Office,Credit Card,Ball Group,982298,Kristy Johnson
Susan Morales,2024-12-08,Clark and Sons,Software,593357,913.58,Cancelled,Credit Card,HR,Krystal Marquez,TXN_02130,Canada
Crystal Wells,Travel,169.74,TXN_02131,"Cooper, Frank and Smith",France,Tyler Hansen,Completed,899541,Credit Card,2024-12-15,IT
Germany,Software,Ashley Diaz,TXN_02132,333517,Smith Group,Pending,2025-07-17,Credit Card,HR,988.19,Sarah Coleman
Germany,Matthew Castillo,2025-03-09,134.41,535239,Travel,Pending,"May, Garcia and Bennett",Credit Card,TXN_02133,HR,Tammy White
322.88,592292,Elizabeth Wilson,Kristy Jones,Sales,2025-11-21,Cancelled,TXN_02134,Dunn-Robertson,Office,Canada,PayPal
TXN_02135,2024-10-19,Marketing,196.29,600998,"Schultz, Villarreal and Myers",James Reynolds,France,Cancelled,Office,Derrick Allen,Debit Card
Bowman LLC,Software,Carla Becker,2025-10-15,Canada,Michelle Rodriguez,TXN_02136,659.21,Cancelled,Credit Card,HR,944572
249.78,Travel,Fisher-King,2024-09-16,396012,Cindy Jones,Completed,IT,USA,Kara Wilcox,PayPal,TXN_02137
Germany,TXN_02138,Travel,444589,Vaughn and Sons,Kimberly Garrett,Completed,IT,2026-05-18,PayPal,668.36,Christopher Knight
Ryan Crawford,"Hunter, Schultz and Moreno",TXN_02139,579.37,2025-07-27,Melanie Henry,Cancelled,Office,Credit Card,542521,HR,Canada
"Tucker, Lopez and Elliott",Software,Canada,Dr. Patrick Smith,Sales,Erika Sandoval,762574,979.53,Completed,Credit Card,2024-07-08,TXN_02140
Software,Shannon Mitchell,2025-08-20,396.76,TXN_02141,Cancelled,Valerie Hill,975958,Credit Card,HR,"Franklin, Benton and Herman",Canada
Allen-Strickland,Marketing,Canada,2025-06-11,Robert Garcia,Pending,Arthur Torres,607348,Office,628.71,Bank Transfer,TXN_02142
545.88,"Phillips, Clark and Harris",575207,2025-07-13,Travel,UK,Cancelled,Credit Card,IT,TXN_02143,Crystal Parker,Edward Torres
2025-06-13,787300,TXN_02144,Ann Jones,Travel,UK,Pending,337.25,Debit Card,Katie Mcdaniel,IT,"Thomas, Smith and Ferguson"
Susan Thomas,Autumn Johnson,456.32,946188,France,2025-09-18,Cancelled,TXN_02145,Office,Credit Card,IT,Rivera and Sons
Alison Marsh,900345,Travel,UK,Sales,Susan Michael,Pending,Becker-Collins,TXN_02146,2026-03-03,PayPal,63.12
Software,227.13,"Hopkins, Patrick and Hunt",2024-12-09,TXN_02147,Sales,669711,Nicole Lopez,Completed,Danielle Mcneil,USA,Bank Transfer
Jackson-Jackson,Travel,UK,Pending,677204,TXN_02148,Kelsey Horne,2024-11-29,Steven Mathews,HR,PayPal,126.3
2025-12-29,966.29,557351,Travel,Finance,Pending,Aaron Wilson,Debit Card,Chen Ltd,USA,Ann Matthews,TXN_02149
TXN_02150,Software,775.91,Nichols-Gonzales,Cancelled,Bruce Cook,IT,304344,Debit Card,Scott Wilson,Canada,2025-06-21
651105,James Dixon,2026-04-04,TXN_02151,Travel,Credit Card,562.88,Cancelled,"Gibson, Hudson and Campbell",IT,Canada,Nicholas Vincent
TXN_02152,Marketing,Software,166.75,Perry LLC,Michelle Johnson,2025-11-24,France,Completed,Debit Card,665661,Jeffrey Roberts DVM
Laura Fleming,226.26,Finance,TXN_02153,Travel,France,Cancelled,765748,2026-02-03,Debit Card,"Mercer, Harvey and Lang",Nicholas Moore
TXN_02154,544612,Trujillo-Bird,Software,UK,Sandra Scott,Pending,48.91,2024-09-11,Bank Transfer,HR,Amber Morgan
Germany,Paula Moore,Clark PLC,TXN_02155,2025-04-16,Cancelled,468.0,647093,Office,Nathaniel Weeks,Debit Card,IT
TXN_02156,Software,2026-05-24,708.34,Finance,UK,100370,Completed,Samantha Nash,Payne Ltd,PayPal,Shawn Jenkins
Software,Christopher Barry,2026-04-11,TXN_02157,755.17,Completed,Debit Card,722838,USA,Jerry Russell,HR,"Jenkins, Koch and Davis"
2024-07-25,Software,391.24,Cancelled,Natalie Kennedy,Pace-Ballard,TXN_02158,962392,Debit Card,HR,Canada,Roger Rivera
Marketing,Canada,2024-09-15,509992,Travel,Andrea Steele,Completed,Cory Gaines,248.57,Hansen Inc,TXN_02159,PayPal
"Taylor, Huerta and Simpson",Germany,389635,2025-04-27,Software,Adrian Blair,TXN_02160,Completed,Susan Wilson,Debit Card,123.47,HR
Jesus Bird,TXN_02161,Travel,UK,2025-03-17,Sales,249326,Cancelled,Tony Sheppard,Credit Card,760.58,Smith-Soto
Misty Hodges,2024-10-14,102.61,TXN_02162,France,"Rowe, Oconnor and Obrien",Completed,645909,Office,Kenneth Mueller,HR,Bank Transfer
Software,742.91,Jody Simmons,Sales,TXN_02163,France,Completed,Aaron Sharp,413337,Ballard and Sons,Bank Transfer,2025-06-30
Savage-Huffman,890888,Travel,Donald Wise,UK,875.24,Pending,Jeremy Cole,Credit Card,TXN_02164,IT,2025-10-21
Germany,2025-05-19,Cobb-Schwartz,Travel,425.91,TXN_02165,218318,Abigail Scott DVM,Timothy Villanueva,Cancelled,Debit Card,HR
Rhonda May,895302,Finance,2025-06-06,522.84,Angel Reed,Cancelled,Office,Credit Card,TXN_02166,Canada,Anderson-Washington
Ashley Dyer,Earl Lam,869.36,HR,TXN_02167,728146,Cancelled,"Murphy, Ruiz and Fry",Office,2025-11-04,Bank Transfer,Canada
865.17,Linda Henry,Software,Mr. Brad Walker,2026-04-12,542157,TXN_02168,Cancelled,USA,IT,PayPal,Harris-Daniels
John Evans,2024-11-04,Travel,328.83,Sales,France,Pending,TXN_02169,Amy Fox,363895,Anderson PLC,PayPal
"Brown, Munoz and Franco",Germany,Software,TXN_02170,Finance,Susan Nelson,113554,242.74,Completed,2025-07-15,Bank Transfer,Mary Li
Jenna Jimenez,"Howard, Hall and Green",Finance,103.97,Travel,UK,Cancelled,554837,2025-09-16,Courtney Suarez,Bank Transfer,TXN_02171
Germany,2024-10-27,TXN_02172,Travel,Finance,978090,Dillon Johnson,Billy Kemp,Completed,Bank Transfer,"Medina, Berry and Mccormick",606.63
Jennifer Henson,TXN_02173,2026-02-06,Travel,213034,Brenda Werner,Completed,Credit Card,USA,IT,"Scott, Cooper and Diaz",575.63
2025-12-12,Damon Rodriguez,421.83,Veronica Smith,Travel,TXN_02174,Sales,708302,France,Cancelled,"Garcia, Avila and Ryan",Bank Transfer
